"","GEO.display.label","NAICS.id","NAICS.display.label","EMP"
"24177","Illinois","336390","Other motor vehicle parts manufacturing","5507"
"24182","Illinois","336413","Other aircraft parts and auxiliary equipment manufacturing","2941"
"24186","Illinois","336510","Railroad rolling stock manufacturing","3128"
"24189","Illinois","336611","Ship building and repairing","73"
"24220","Illinois","339112","Surgical and medical instrument manufacturing","1787"
"24221","Illinois","339113","Surgical appliance and supplies manufacturing","3261"
"24590","Illinois","483113","Coastal and great lakes freight transportation","193"
"24594","Illinois","483212","Inland water passenger transportation","44"
"24598","Illinois","484110","General freight trucking, local","15028"
"24600","Illinois","484121","General freight trucking, long-distance, truckload","17670"
"24613","Illinois","485113","Bus and other motor vehicle transit systems","1450"
"24642","Illinois","486910","Pipeline transportation of refined petroleum products","307"
"24667","Illinois","488310","Port and harbor operations","128"
"24762","Illinois","517410","Satellite telecommunications","57"
"24770","Illinois","518210","Data processing, hosting, and related services","16136"
"24778","Illinois","519130","Internet publishing and broadcasting and web search portals","9043"
"24942","Illinois","541360","Geophysical surveying and mapping services","68"
"24946","Illinois","541380","Testing laboratories","5540"
"25143","Illinois","621111","Offices of physicians (except mental health specialists)","81435"
"25147","Illinois","621210","Offices of dentists","37155"
"25152","Illinois","621320","Offices of optometrists","4906"
"25158","Illinois","621391","Offices of podiatrists","2208"
"25186","Illinois","622110","General medical and surgical hospitals","239151"
"25781","Indiana","325211","Plastics material and resin manufacturing","2823"
"25782","Indiana","325212","Synthetic rubber manufacturing","250"
"25792","Indiana","325412","Pharmaceutical preparation manufacturing","5114"
"25826","Indiana","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","547"
"25883","Indiana","331110","Iron and steel mills and ferroalloy manufacturing","20450"
"25886","Indiana","331210","Iron and steel pipe and tube manufacturing from purchased steel","1341"
"25888","Indiana","331221","Rolled steel shape manufacturing","199"
"25894","Indiana","331315","Aluminum sheet, plate, and foil manufacturing","1549"
"25906","Indiana","331511","Iron foundries","4191"
"25910","Indiana","331523","Nonferrous metal die-casting foundries","2727"
"25911","Indiana","331524","Aluminum foundries (except die-casting)","716"
"25912","Indiana","331529","Other nonferrous metal foundries (except die-casting)","289"
"25916","Indiana","332111","Iron and steel forging","1262"
"25919","Indiana","332117","Powder metallurgy part manufacturing","915"
"25936","Indiana","332410","Power boiler and heat exchanger manufacturing","132"
"25944","Indiana","332510","Hardware manufacturing","2177"
"25954","Indiana","332722","Bolt, nut, screw, rivet, and washer manufacturing","1903"
"25957","Indiana","332811","Metal heat treating","2239"
"25958","Indiana","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","3435"
"25959","Indiana","332813","Electroplating, plating, polishing, anodizing, and coloring","2018"
"25967","Indiana","332991","Ball and roller bearing manufacturing","1858"
"25980","Indiana","333131","Mining machinery and equipment manufacturing","386"
"26001","Indiana","333511","Industrial mold manufacturing","1572"
"26002","Indiana","333514","Special die and tool, die set, jig, and fixture manufacturing","2593"
"26003","Indiana","333515","Cutting tool and machine tool accessory manufacturing","490"
"26004","Indiana","333517","Machine tool manufacturing","611"
"26005","Indiana","333519","Rolling mill and other metalworking machinery manufacturing","405"
"26008","Indiana","333611","Turbine and turbine generator set units manufacturing","437"
"26009","Indiana","333612","Speed changer, industrial high-speed drive, and gear manufacturing","1654"
"26015","Indiana","333912","Air and gas compressor manufacturing","964"
"26033","Indiana","334111","Electronic computer manufacturing","873"
"26040","Indiana","334220","Radio and television broadcasting and wireless communications equipment manufacturing","800"
"26056","Indiana","334510","Electromedical and electrotherapeutic apparatus manufacturing","203"
"26057","Indiana","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","2525"
"26062","Indiana","334516","Analytical laboratory instrument manufacturing","681"
"26085","Indiana","335312","Motor and generator manufacturing","1205"
"26087","Indiana","335314","Relay and industrial control manufacturing","612"
"26090","Indiana","335911","Storage battery manufacturing","530"
"26104","Indiana","336112","Light truck and utility vehicle manufacturing","7706"
"26109","Indiana","336211","Motor vehicle body manufacturing","4063"
"26115","Indiana","336310","Motor vehicle gasoline engine and engine parts manufacturing","2968"
"26117","Indiana","336320","Motor vehicle electrical and electronic equipment manufacturing","4308"
"26121","Indiana","336340","Motor vehicle brake system manufacturing","2448"
"26123","Indiana","336350","Motor vehicle transmission and power train parts manufacturing","14137"
"26125","Indiana","336360","Motor vehicle seating and interior trim manufacturing","4371"
"26127","Indiana","336370","Motor vehicle metal stamping","7548"
"26129","Indiana","336390","Other motor vehicle parts manufacturing","9383"
"26133","Indiana","336412","Aircraft engine and engine parts manufacturing","5610"
"26137","Indiana","336510","Railroad rolling stock manufacturing","967"
"26171","Indiana","339112","Surgical and medical instrument manufacturing","7310"
"26172","Indiana","339113","Surgical appliance and supplies manufacturing","7752"
"26549","Indiana","484110","General freight trucking, local","8557"
"26551","Indiana","484121","General freight trucking, long-distance, truckload","22269"
"26563","Indiana","485113","Bus and other motor vehicle transit systems","452"
"26567","Indiana","485210","Interurban and rural bus transportation","256"
"26589","Indiana","486210","Pipeline transportation of natural gas","256"
"26592","Indiana","486910","Pipeline transportation of refined petroleum products","160"
"26614","Indiana","488310","Port and harbor operations","70"
"26716","Indiana","518210","Data processing, hosting, and related services","6114"
"26724","Indiana","519130","Internet publishing and broadcasting and web search portals","1474"
"26885","Indiana","541380","Testing laboratories","1928"
"27083","Indiana","621111","Offices of physicians (except mental health specialists)","44800"
"27087","Indiana","621210","Offices of dentists","17750"
"27092","Indiana","621320","Offices of optometrists","3158"
"27098","Indiana","621391","Offices of podiatrists","736"
"27126","Indiana","622110","General medical and surgical hospitals","124040"
"27708","Iowa","325211","Plastics material and resin manufacturing","601"
"27721","Iowa","325411","Medicinal and botanical manufacturing","153"
"27722","Iowa","325412","Pharmaceutical preparation manufacturing","697"
"27815","Iowa","331222","Steel wire drawing","217"
"27828","Iowa","331511","Iron foundries","977"
"27829","Iowa","331513","Steel foundries (except investment)","908"
"27831","Iowa","331523","Nonferrous metal die-casting foundries","549"
"27838","Iowa","332114","Custom roll forming","416"
"27858","Iowa","332420","Metal tank (heavy gauge) manufacturing","437"
"27877","Iowa","332811","Metal heat treating","193"
"27878","Iowa","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","653"
"27879","Iowa","332813","Electroplating, plating, polishing, anodizing, and coloring","290"
"27890","Iowa","332994","Small arms, ordnance, and ordnance accessories manufacturing","39"
"27901","Iowa","333131","Mining machinery and equipment manufacturing","514"
"27921","Iowa","333511","Industrial mold manufacturing","753"
"27922","Iowa","333514","Special die and tool, die set, jig, and fixture manufacturing","361"
"27923","Iowa","333515","Cutting tool and machine tool accessory manufacturing","380"
"27929","Iowa","333612","Speed changer, industrial high-speed drive, and gear manufacturing","368"
"27967","Iowa","334413","Semiconductor and related device manufacturing","109"
"27978","Iowa","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","39"
"27980","Iowa","334519","Other measuring and controlling device manufacturing","144"
"27999","Iowa","335313","Switchgear and switchboard apparatus manufacturing","706"
"28000","Iowa","335314","Relay and industrial control manufacturing","135"
"28019","Iowa","336211","Motor vehicle body manufacturing","1887"
"28020","Iowa","336212","Truck trailer manufacturing","1573"
"28027","Iowa","336320","Motor vehicle electrical and electronic equipment manufacturing","1118"
"28077","Iowa","339113","Surgical appliance and supplies manufacturing","230"
"28448","Iowa","484110","General freight trucking, local","3893"
"28450","Iowa","484121","General freight trucking, long-distance, truckload","22158"
"28463","Iowa","485113","Bus and other motor vehicle transit systems","37"
"28488","Iowa","486210","Pipeline transportation of natural gas","286"
"28609","Iowa","518210","Data processing, hosting, and related services","4986"
"28774","Iowa","541370","Surveying and mapping (except geophysical) services","191"
"28776","Iowa","541380","Testing laboratories","993"
"28971","Iowa","621111","Offices of physicians (except mental health specialists)","19244"
"28975","Iowa","621210","Offices of dentists","7747"
"28980","Iowa","621320","Offices of optometrists","1760"
"28986","Iowa","621391","Offices of podiatrists","332"
"29013","Iowa","622110","General medical and surgical hospitals","66705"
"29584","Kansas","325211","Plastics material and resin manufacturing","255"
"29596","Kansas","325412","Pharmaceutical preparation manufacturing","1926"
"29627","Kansas","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","229"
"29682","Kansas","331210","Iron and steel pipe and tube manufacturing from purchased steel","185"
"29703","Kansas","331524","Aluminum foundries (except die-casting)","28"
"29709","Kansas","332114","Custom roll forming","425"
"29727","Kansas","332410","Power boiler and heat exchanger manufacturing","361"
"29729","Kansas","332420","Metal tank (heavy gauge) manufacturing","1234"
"29734","Kansas","332510","Hardware manufacturing","19"
"29747","Kansas","332811","Metal heat treating","184"
"29748","Kansas","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","180"
"29749","Kansas","332813","Electroplating, plating, polishing, anodizing, and coloring","416"
"29793","Kansas","333515","Cutting tool and machine tool accessory manufacturing","347"
"29794","Kansas","333517","Machine tool manufacturing","418"
"29799","Kansas","333612","Speed changer, industrial high-speed drive, and gear manufacturing","125"
"29804","Kansas","333911","Pump and pumping equipment manufacturing","908"
"29828","Kansas","334220","Radio and television broadcasting and wireless communications equipment manufacturing","354"
"29831","Kansas","334310","Audio and video equipment manufacturing","75"
"29835","Kansas","334413","Semiconductor and related device manufacturing","82"
"29838","Kansas","334418","Printed circuit assembly (electronic assembly) manufacturing","342"
"29843","Kansas","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","4085"
"29866","Kansas","335312","Motor and generator manufacturing","250"
"29868","Kansas","335314","Relay and industrial control manufacturing","179"
"29887","Kansas","336211","Motor vehicle body manufacturing","1123"
"29888","Kansas","336212","Truck trailer manufacturing","242"
"29894","Kansas","336320","Motor vehicle electrical and electronic equipment manufacturing","825"
"29898","Kansas","336360","Motor vehicle seating and interior trim manufacturing","74"
"29902","Kansas","336390","Other motor vehicle parts manufacturing","334"
"29905","Kansas","336411","Aircraft manufacturing","8870"
"29911","Kansas","336510","Railroad rolling stock manufacturing","109"
"29941","Kansas","339112","Surgical and medical instrument manufacturing","137"
"29942","Kansas","339113","Surgical appliance and supplies manufacturing","427"
"30312","Kansas","484110","General freight trucking, local","2401"
"30314","Kansas","484121","General freight trucking, long-distance, truckload","5385"
"30350","Kansas","486110","Pipeline transportation of crude oil","311"
"30356","Kansas","486910","Pipeline transportation of refined petroleum products","213"
"30458","Kansas","518210","Data processing, hosting, and related services","4728"
"30466","Kansas","519130","Internet publishing and broadcasting and web search portals","810"
"30624","Kansas","541370","Surveying and mapping (except geophysical) services","281"
"30626","Kansas","541380","Testing laboratories","706"
"30823","Kansas","621111","Offices of physicians (except mental health specialists)","21218"
"30827","Kansas","621210","Offices of dentists","7829"
"30832","Kansas","621320","Offices of optometrists","2150"
"30838","Kansas","621391","Offices of podiatrists","234"
"30866","Kansas","622110","General medical and surgical hospitals","56638"
"31438","Kentucky","325120","Industrial gas manufacturing","317"
"31449","Kentucky","325211","Plastics material and resin manufacturing","2245"
"31550","Kentucky","331110","Iron and steel mills and ferroalloy manufacturing","3668"
"31556","Kentucky","331222","Steel wire drawing","248"
"31575","Kentucky","331523","Nonferrous metal die-casting foundries","1683"
"31581","Kentucky","332111","Iron and steel forging","1180"
"31601","Kentucky","332410","Power boiler and heat exchanger manufacturing","250"
"31603","Kentucky","332420","Metal tank (heavy gauge) manufacturing","919"
"31608","Kentucky","332510","Hardware manufacturing","541"
"31618","Kentucky","332722","Bolt, nut, screw, rivet, and washer manufacturing","641"
"31621","Kentucky","332811","Metal heat treating","70"
"31622","Kentucky","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","324"
"31623","Kentucky","332813","Electroplating, plating, polishing, anodizing, and coloring","671"
"31630","Kentucky","332991","Ball and roller bearing manufacturing","550"
"31632","Kentucky","332994","Small arms, ordnance, and ordnance accessories manufacturing","713"
"31643","Kentucky","333131","Mining machinery and equipment manufacturing","742"
"31662","Kentucky","333511","Industrial mold manufacturing","638"
"31663","Kentucky","333514","Special die and tool, die set, jig, and fixture manufacturing","313"
"31666","Kentucky","333519","Rolling mill and other metalworking machinery manufacturing","120"
"31675","Kentucky","333911","Pump and pumping equipment manufacturing","484"
"31702","Kentucky","334310","Audio and video equipment manufacturing","314"
"31715","Kentucky","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","48"
"31717","Kentucky","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","44"
"31742","Kentucky","335312","Motor and generator manufacturing","408"
"31765","Kentucky","336211","Motor vehicle body manufacturing","812"
"31766","Kentucky","336212","Truck trailer manufacturing","546"
"31770","Kentucky","336310","Motor vehicle gasoline engine and engine parts manufacturing","3105"
"31772","Kentucky","336320","Motor vehicle electrical and electronic equipment manufacturing","1654"
"31774","Kentucky","336330","Motor vehicle steering and suspension components (except spring) manufacturing","3101"
"31776","Kentucky","336340","Motor vehicle brake system manufacturing","2899"
"31780","Kentucky","336360","Motor vehicle seating and interior trim manufacturing","3561"
"31782","Kentucky","336370","Motor vehicle metal stamping","4699"
"31784","Kentucky","336390","Other motor vehicle parts manufacturing","4867"
"31788","Kentucky","336412","Aircraft engine and engine parts manufacturing","1183"
"31789","Kentucky","336413","Other aircraft parts and auxiliary equipment manufacturing","418"
"31827","Kentucky","339113","Surgical appliance and supplies manufacturing","1526"
"32195","Kentucky","483211","Inland water freight transportation","2200"
"32196","Kentucky","483212","Inland water passenger transportation","37"
"32200","Kentucky","484110","General freight trucking, local","3287"
"32202","Kentucky","484121","General freight trucking, long-distance, truckload","8326"
"32214","Kentucky","485113","Bus and other motor vehicle transit systems","236"
"32240","Kentucky","486210","Pipeline transportation of natural gas","941"
"32364","Kentucky","518210","Data processing, hosting, and related services","5890"
"32372","Kentucky","519130","Internet publishing and broadcasting and web search portals","576"
"32529","Kentucky","541370","Surveying and mapping (except geophysical) services","540"
"32728","Kentucky","621111","Offices of physicians (except mental health specialists)","34183"
"32732","Kentucky","621210","Offices of dentists","9688"
"32737","Kentucky","621320","Offices of optometrists","1709"
"32743","Kentucky","621391","Offices of podiatrists","410"
"32771","Kentucky","622110","General medical and surgical hospitals","84318"
"33340","Louisiana","325110","Petrochemical manufacturing","1144"
"33352","Louisiana","325211","Plastics material and resin manufacturing","3167"
"33353","Louisiana","325212","Synthetic rubber manufacturing","842"
"33382","Louisiana","325920","Explosives manufacturing","197"
"33454","Louisiana","331210","Iron and steel pipe and tube manufacturing from purchased steel","698"
"33459","Louisiana","331313","Alumina refining and primary aluminum production","753"
"33472","Louisiana","331524","Aluminum foundries (except die-casting)","23"
"33477","Louisiana","332114","Custom roll forming","653"
"33494","Louisiana","332410","Power boiler and heat exchanger manufacturing","790"
"33511","Louisiana","332722","Bolt, nut, screw, rivet, and washer manufacturing","68"
"33514","Louisiana","332811","Metal heat treating","40"
"33515","Louisiana","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","766"
"33516","Louisiana","332813","Electroplating, plating, polishing, anodizing, and coloring","54"
"33555","Louisiana","333515","Cutting tool and machine tool accessory manufacturing","69"
"33565","Louisiana","333911","Pump and pumping equipment manufacturing","538"
"33598","Louisiana","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","231"
"33603","Louisiana","334519","Other measuring and controlling device manufacturing","305"
"33621","Louisiana","335312","Motor and generator manufacturing","145"
"33622","Louisiana","335313","Switchgear and switchboard apparatus manufacturing","455"
"33647","Louisiana","336310","Motor vehicle gasoline engine and engine parts manufacturing","284"
"33657","Louisiana","336390","Other motor vehicle parts manufacturing","253"
"33698","Louisiana","339113","Surgical appliance and supplies manufacturing","148"
"34065","Louisiana","483113","Coastal and great lakes freight transportation","6422"
"34069","Louisiana","483211","Inland water freight transportation","4365"
"34074","Louisiana","484110","General freight trucking, local","2457"
"34076","Louisiana","484121","General freight trucking, long-distance, truckload","2823"
"34092","Louisiana","485210","Interurban and rural bus transportation","29"
"34111","Louisiana","486110","Pipeline transportation of crude oil","652"
"34114","Louisiana","486210","Pipeline transportation of natural gas","2710"
"34142","Louisiana","488310","Port and harbor operations","1205"
"34144","Louisiana","488320","Marine cargo handling","2016"
"34236","Louisiana","517410","Satellite telecommunications","281"
"34244","Louisiana","518210","Data processing, hosting, and related services","2347"
"34252","Louisiana","519130","Internet publishing and broadcasting and web search portals","131"
"34413","Louisiana","541370","Surveying and mapping (except geophysical) services","2234"
"34415","Louisiana","541380","Testing laboratories","4359"
"34613","Louisiana","621111","Offices of physicians (except mental health specialists)","31952"
"34628","Louisiana","621391","Offices of podiatrists","288"
"34656","Louisiana","622110","General medical and surgical hospitals","86910"
"34940","Maine","221111","Hydroelectric power generation","72"
"35334","Maine","332510","Hardware manufacturing","33"
"35346","Maine","332813","Electroplating, plating, polishing, anodizing, and coloring","131"
"35353","Maine","332994","Small arms, ordnance, and ordnance accessories manufacturing","620"
"35380","Maine","333511","Industrial mold manufacturing","16"
"35410","Maine","334220","Radio and television broadcasting and wireless communications equipment manufacturing","206"
"35421","Maine","334418","Printed circuit assembly (electronic assembly) manufacturing","178"
"35425","Maine","334510","Electromedical and electrotherapeutic apparatus manufacturing","340"
"35429","Maine","334519","Other measuring and controlling device manufacturing","267"
"35877","Maine","484110","General freight trucking, local","835"
"35879","Maine","484121","General freight trucking, long-distance, truckload","2017"
"36049","Maine","519130","Internet publishing and broadcasting and web search portals","96"
"36196","Maine","541360","Geophysical surveying and mapping services","7"
"36198","Maine","541370","Surveying and mapping (except geophysical) services","468"
"36200","Maine","541380","Testing laboratories","315"
"36390","Maine","621111","Offices of physicians (except mental health specialists)","8600"
"36394","Maine","621210","Offices of dentists","3691"
"36399","Maine","621320","Offices of optometrists","752"
"36405","Maine","621391","Offices of podiatrists","161"
"36433","Maine","622110","General medical and surgical hospitals","33886"
"37021","Maryland","325211","Plastics material and resin manufacturing","185"
"37034","Maryland","325411","Medicinal and botanical manufacturing","945"
"37035","Maryland","325412","Pharmaceutical preparation manufacturing","866"
"37069","Maryland","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","35"
"37152","Maryland","332111","Iron and steel forging","5"
"37177","Maryland","332510","Hardware manufacturing","62"
"37190","Maryland","332811","Metal heat treating","80"
"37191","Maryland","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","153"
"37192","Maryland","332813","Electroplating, plating, polishing, anodizing, and coloring","204"
"37231","Maryland","333511","Industrial mold manufacturing","272"
"37235","Maryland","333519","Rolling mill and other metalworking machinery manufacturing","206"
"37265","Maryland","334220","Radio and television broadcasting and wireless communications equipment manufacturing","2509"
"37274","Maryland","334413","Semiconductor and related device manufacturing","35"
"37277","Maryland","334418","Printed circuit assembly (electronic assembly) manufacturing","237"
"37281","Maryland","334510","Electromedical and electrotherapeutic apparatus manufacturing","391"
"37284","Maryland","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","149"
"37285","Maryland","334514","Totalizing fluid meter and counting device manufacturing","127"
"37286","Maryland","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","873"
"37289","Maryland","334519","Other measuring and controlling device manufacturing","255"
"37292","Maryland","334614","Software and other prerecorded compact disc, tape, and record reproducing","194"
"37308","Maryland","335313","Switchgear and switchboard apparatus manufacturing","524"
"37309","Maryland","335314","Relay and industrial control manufacturing","366"
"37342","Maryland","336390","Other motor vehicle parts manufacturing","142"
"37356","Maryland","336611","Ship building and repairing","262"
"37386","Maryland","339112","Surgical and medical instrument manufacturing","962"
"37387","Maryland","339113","Surgical appliance and supplies manufacturing","429"
"37754","Maryland","483111","Deep sea freight transportation","245"
"37764","Maryland","484110","General freight trucking, local","3512"
"37766","Maryland","484121","General freight trucking, long-distance, truckload","2737"
"37779","Maryland","485113","Bus and other motor vehicle transit systems","955"
"37782","Maryland","485210","Interurban and rural bus transportation","235"
"37830","Maryland","488310","Port and harbor operations","1875"
"37922","Maryland","517410","Satellite telecommunications","374"
"37930","Maryland","518210","Data processing, hosting, and related services","9056"
"37938","Maryland","519130","Internet publishing and broadcasting and web search portals","1097"
"38104","Maryland","541380","Testing laboratories","1735"
"38302","Maryland","621111","Offices of physicians (except mental health specialists)","43901"
"38306","Maryland","621210","Offices of dentists","17005"
"38311","Maryland","621320","Offices of optometrists","1529"
"38345","Maryland","622110","General medical and surgical hospitals","99224"
"38644","Massachusetts","221111","Hydroelectric power generation","230"
"38947","Massachusetts","325211","Plastics material and resin manufacturing","1805"
"38950","Massachusetts","325220","Artificial and synthetic fibers and filaments manufacturing","161"
"38959","Massachusetts","325411","Medicinal and botanical manufacturing","297"
"38960","Massachusetts","325412","Pharmaceutical preparation manufacturing","3695"
"38992","Massachusetts","326130","Laminated plastics plate, sheet (except packaging), and shape manufacturing","203"
"39047","Massachusetts","331110","Iron and steel mills and ferroalloy manufacturing","237"
"39052","Massachusetts","331221","Rolled steel shape manufacturing","229"
"39053","Massachusetts","331222","Steel wire drawing","50"
"39070","Massachusetts","331511","Iron foundries","58"
"39075","Massachusetts","331524","Aluminum foundries (except die-casting)","137"
"39080","Massachusetts","332111","Iron and steel forging","720"
"39082","Massachusetts","332114","Custom roll forming","166"
"39102","Massachusetts","332420","Metal tank (heavy gauge) manufacturing","148"
"39118","Massachusetts","332722","Bolt, nut, screw, rivet, and washer manufacturing","594"
"39121","Massachusetts","332811","Metal heat treating","280"
"39122","Massachusetts","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","1693"
"39123","Massachusetts","332813","Electroplating, plating, polishing, anodizing, and coloring","1847"
"39147","Massachusetts","333242","Semiconductor machinery manufacturing","2933"
"39163","Massachusetts","333511","Industrial mold manufacturing","722"
"39164","Massachusetts","333514","Special die and tool, die set, jig, and fixture manufacturing","470"
"39165","Massachusetts","333515","Cutting tool and machine tool accessory manufacturing","570"
"39170","Massachusetts","333611","Turbine and turbine generator set units manufacturing","991"
"39176","Massachusetts","333911","Pump and pumping equipment manufacturing","345"
"39194","Massachusetts","334111","Electronic computer manufacturing","428"
"39195","Massachusetts","334112","Computer storage device manufacturing","603"
"39196","Massachusetts","334118","Computer terminal and other computer peripheral equipment manufacturing","907"
"39201","Massachusetts","334220","Radio and television broadcasting and wireless communications equipment manufacturing","1901"
"39206","Massachusetts","334310","Audio and video equipment manufacturing","402"
"39209","Massachusetts","334412","Bare printed circuit board manufacturing","399"
"39210","Massachusetts","334413","Semiconductor and related device manufacturing","4924"
"39211","Massachusetts","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","595"
"39213","Massachusetts","334418","Printed circuit assembly (electronic assembly) manufacturing","1866"
"39217","Massachusetts","334510","Electromedical and electrotherapeutic apparatus manufacturing","6245"
"39220","Massachusetts","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","2624"
"39222","Massachusetts","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","2029"
"39223","Massachusetts","334516","Analytical laboratory instrument manufacturing","5067"
"39224","Massachusetts","334517","Irradiation apparatus manufacturing","1840"
"39225","Massachusetts","334519","Other measuring and controlling device manufacturing","1724"
"39228","Massachusetts","334613","Blank magnetic and optical recording media manufacturing","165"
"39229","Massachusetts","334614","Software and other prerecorded compact disc, tape, and record reproducing","313"
"39236","Massachusetts","335122","Commercial, industrial, and institutional electric lighting fixture manufacturing","678"
"39246","Massachusetts","335312","Motor and generator manufacturing","185"
"39248","Massachusetts","335314","Relay and industrial control manufacturing","589"
"39268","Massachusetts","336211","Motor vehicle body manufacturing","279"
"39273","Massachusetts","336310","Motor vehicle gasoline engine and engine parts manufacturing","43"
"39287","Massachusetts","336390","Other motor vehicle parts manufacturing","853"
"39290","Massachusetts","336412","Aircraft engine and engine parts manufacturing","3202"
"39299","Massachusetts","336611","Ship building and repairing","292"
"39330","Massachusetts","339112","Surgical and medical instrument manufacturing","5046"
"39331","Massachusetts","339113","Surgical appliance and supplies manufacturing","2077"
"39705","Massachusetts","483212","Inland water passenger transportation","49"
"39709","Massachusetts","484110","General freight trucking, local","4073"
"39711","Massachusetts","484121","General freight trucking, long-distance, truckload","2537"
"39725","Massachusetts","485113","Bus and other motor vehicle transit systems","508"
"39729","Massachusetts","485210","Interurban and rural bus transportation","760"
"39751","Massachusetts","486210","Pipeline transportation of natural gas","279"
"39779","Massachusetts","488310","Port and harbor operations","35"
"39873","Massachusetts","517410","Satellite telecommunications","71"
"39881","Massachusetts","518210","Data processing, hosting, and related services","17448"
"39889","Massachusetts","519130","Internet publishing and broadcasting and web search portals","6668"
"40053","Massachusetts","541360","Geophysical surveying and mapping services","20"
"40055","Massachusetts","541370","Surveying and mapping (except geophysical) services","702"
"40057","Massachusetts","541380","Testing laboratories","2411"
"40255","Massachusetts","621111","Offices of physicians (except mental health specialists)","53837"
"40259","Massachusetts","621210","Offices of dentists","23091"
"40264","Massachusetts","621320","Offices of optometrists","1899"
"40270","Massachusetts","621391","Offices of podiatrists","813"
"40298","Massachusetts","622110","General medical and surgical hospitals","161620"
"40605","Michigan","221113","Nuclear electric power generation","2597"
"40916","Michigan","325211","Plastics material and resin manufacturing","4258"
"40928","Michigan","325411","Medicinal and botanical manufacturing","313"
"40929","Michigan","325412","Pharmaceutical preparation manufacturing","6325"
"41020","Michigan","331110","Iron and steel mills and ferroalloy manufacturing","5628"
"41023","Michigan","331210","Iron and steel pipe and tube manufacturing from purchased steel","815"
"41025","Michigan","331221","Rolled steel shape manufacturing","602"
"41026","Michigan","331222","Steel wire drawing","337"
"41031","Michigan","331315","Aluminum sheet, plate, and foil manufacturing","85"
"41043","Michigan","331511","Iron foundries","2834"
"41045","Michigan","331513","Steel foundries (except investment)","1665"
"41047","Michigan","331523","Nonferrous metal die-casting foundries","2962"
"41048","Michigan","331524","Aluminum foundries (except die-casting)","652"
"41053","Michigan","332111","Iron and steel forging","1857"
"41054","Michigan","332112","Nonferrous forging","560"
"41073","Michigan","332410","Power boiler and heat exchanger manufacturing","194"
"41075","Michigan","332420","Metal tank (heavy gauge) manufacturing","307"
"41080","Michigan","332510","Hardware manufacturing","1826"
"41090","Michigan","332722","Bolt, nut, screw, rivet, and washer manufacturing","2885"
"41093","Michigan","332811","Metal heat treating","3204"
"41094","Michigan","332812","Metal coating, engraving (except jewelry and silverware), and allied services to manufacturers","3414"
"41095","Michigan","332813","Electroplating, plating, polishing, anodizing, and coloring","4672"
"41117","Michigan","333131","Mining machinery and equipment manufacturing","448"
"41138","Michigan","333511","Industrial mold manufacturing","6652"
"41139","Michigan","333514","Special die and tool, die set, jig, and fixture manufacturing","13994"
"41140","Michigan","333515","Cutting tool and machine tool accessory manufacturing","4744"
"41141","Michigan","333517","Machine tool manufacturing","3155"
"41142","Michigan","333519","Rolling mill and other metalworking machinery manufacturing","2684"
"41145","Michigan","333611","Turbine and turbine generator set units manufacturing","132"
"41146","Michigan","333612","Speed changer, industrial high-speed drive, and gear manufacturing","670"
"41147","Michigan","333613","Mechanical power transmission equipment manufacturing","1398"
"41152","Michigan","333912","Air and gas compressor manufacturing","677"
"41172","Michigan","334118","Computer terminal and other computer peripheral equipment manufacturing","620"
"41177","Michigan","334220","Radio and television broadcasting and wireless communications equipment manufacturing","564"
"41185","Michigan","334412","Bare printed circuit board manufacturing","823"
"41186","Michigan","334413","Semiconductor and related device manufacturing","395"
"41187","Michigan","334416","Capacitor, resistor, coil, transformer, and other inductor manufacturing","136"
"41189","Michigan","334418","Printed circuit assembly (electronic assembly) manufacturing","2952"
"41193","Michigan","334510","Electromedical and electrotherapeutic apparatus manufacturing","852"
"41194","Michigan","334511","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument manufacturing","2245"
"41196","Michigan","334513","Instruments and related products manufacturing for measuring, displaying, and controlling industrial process variables","624"
"41198","Michigan","334515","Instrument manufacturing for measuring and testing electricity and electrical systems","667"
"41199","Michigan","334516","Analytical laboratory instrument manufacturing","1293"
